x,y,Texture,PH,CEC,Nitrogen,Carbon,Temp,Rainfall,Slope,DEM,NDVI,LULC,LST,Suitability
36.80558448,-0.022545819,2,3,4,4,4,4,4,4,2,3,2,3,3
36.88192734,0.071981591,2,3,4,4,4,4,4,4,4,3,4,3,4
36.8613222,0.015208882,2,3,4,4,4,4,4,4,3,3,4,3,4
36.97787526,0.015421418,2,3,4,4,4,4,3,4,3,3,3,3,3
36.82132411,-0.042540706,2,1,4,4,4,4,4,4,3,3,4,3,3
36.89520901,0.031250397,2,3,4,4,4,4,4,4,4,3,2,3,4
36.87833794,-0.04344165,2,1,4,4,4,4,3,4,3,3,2,3,2
36.84731208,-0.033166963,2,3,4,4,4,4,3,4,3,3,4,4,4
36.80110606,0.082758537,2,3,4,4,4,4,4,4,3,3,4,3,4
36.94493118,-0.017369281,2,1,4,4,4,4,3,4,4,4,2,3,3
36.84884937,-0.028655051,2,3,4,4,4,4,3,4,3,3,2,4,3
36.85132048,0.046342031,2,3,4,4,4,4,4,4,3,3,4,3,4
36.84773098,-0.037026137,2,1,4,4,4,4,3,4,3,3,4,3,3
36.9606742,-0.068648931,3,1,4,3,4,4,3,4,3,3,1,3,2
36.8427518,-0.020608681,2,3,4,4,4,4,3,4,3,3,4,3,4
36.89870312,0.047323512,3,1,4,3,4,4,4,3,4,3,4,3,3
36.82048502,0.071634502,2,3,4,3,4,4,4,4,3,3,4,3,4
36.9151456,-0.069516432,2,1,4,4,4,4,3,4,3,3,3,3,3
36.88871413,-0.07968487,2,3,4,4,4,4,3,4,3,3,2,3,3
36.84223632,0.006894131,2,3,4,4,4,4,4,4,3,3,2,4,4
36.97573084,-0.035864837,3,1,4,3,4,4,3,3,3,3,4,3,3
36.87381609,0.039286004,2,3,4,4,4,4,4,3,3,3,4,3,4
36.94292645,-0.073853459,3,1,4,4,4,4,3,4,3,3,2,3,3
36.9683417,0.058738887,2,3,4,4,4,4,3,4,3,3,2,3,3
36.91674058,0.054213148,2,1,4,4,4,4,4,4,4,3,2,3,3
36.81381957,-0.056470529,2,3,4,4,4,4,4,3,3,3,2,3,3
36.95574061,0.013485074,2,3,4,4,4,4,4,3,3,3,4,3,4
36.8556731,-0.041407244,2,1,4,4,4,4,3,4,3,3,4,3,3
36.89359743,-0.006087418,3,1,4,3,4,4,3,4,4,3,4,3,3
36.88166998,-0.012958004,3,1,4,3,4,4,3,4,3,3,2,3,2
36.95976049,-0.040798997,2,1,4,4,4,4,3,4,3,3,3,3,3
36.96134117,0.052894872,3,1,4,3,4,4,3,4,3,3,2,3,2
36.98160119,0.025604137,2,3,4,4,4,4,3,4,3,3,4,3,4
36.80050889,0.06589272,2,3,4,4,4,4,4,4,3,3,4,3,4
36.82781262,0.073994882,3,1,4,3,4,4,4,4,3,3,4,3,3
36.8814997,0.040562534,2,3,4,4,4,4,4,4,3,3,4,3,4
36.88404041,0.060647931,3,1,4,3,4,4,4,4,3,3,4,3,3
36.95635409,0.085629926,3,1,4,3,4,4,4,4,4,3,4,2,3
36.89366803,0.02519038,3,1,4,3,4,4,4,4,4,3,2,3,3
36.85633118,0.059241468,2,3,4,4,4,4,4,4,3,3,4,3,4
36.88692066,-0.000430074,2,3,4,4,4,4,3,4,3,3,4,3,4
36.82631316,-0.001734923,2,3,4,4,4,4,4,4,3,3,4,3,4
36.93399448,-0.071457938,3,1,4,3,4,4,3,4,3,2,1,3,2
36.89163132,-0.03954822,2,1,4,4,4,4,3,4,3,3,2,4,3
36.84946298,0.012121146,2,3,4,4,4,4,4,4,3,3,4,3,4
36.95344796,-0.062939584,3,1,4,3,4,4,3,4,3,3,1,3,2
36.91950125,0.045429615,2,1,4,4,4,4,4,4,4,3,4,4,4
36.83022761,-0.057207418,2,3,4,4,4,4,4,4,3,3,3,3,4
36.911575,0.008206524,3,1,4,3,4,4,4,4,4,4,2,3,3
36.87328193,0.029996207,2,3,4,4,4,4,4,4,3,3,4,3,4
36.80991521,0.085204179,2,3,4,4,4,4,4,4,3,3,4,3,4
36.93859482,0.027296784,2,1,4,4,4,4,4,4,4,3,4,3,4
36.86076802,0.028425018,2,3,4,4,4,4,4,4,3,3,2,4,4
36.95803041,0.059050325,2,3,4,4,4,4,3,4,3,3,2,3,3
36.82602433,-0.064500741,2,3,4,4,4,4,4,4,3,3,3,3,4
36.80758708,0.074484636,2,3,4,4,4,4,4,4,3,3,4,3,4
36.9147523,-0.038854226,2,1,4,4,4,4,3,4,3,3,1,3,2
36.96755593,0.012938781,3,1,4,3,4,4,3,4,3,3,4,3,3
36.86597382,0.02531482,2,3,4,4,4,4,4,4,3,3,2,4,4
36.85492773,0.081937875,2,3,4,4,4,4,4,4,4,3,2,3,4
36.97425841,-0.067605129,2,1,4,4,4,4,3,4,3,3,3,3,3
36.80708088,0.052517242,2,3,4,4,4,4,4,4,3,3,4,3,4
36.88470076,0.059342848,3,1,4,3,4,4,4,4,3,3,4,3,3
36.88172651,-0.029622098,2,1,4,4,4,4,3,4,3,3,2,4,3
36.96428802,-0.071567798,3,1,4,3,4,4,3,4,3,3,1,3,2
36.8947057,-0.042449049,2,3,4,4,4,4,3,4,3,3,2,3,3
36.94808751,0.05189167,3,1,4,3,4,4,3,4,4,3,4,3,3
36.97063421,0.003575042,3,1,4,3,4,4,3,3,3,2,3,3,2
36.83606538,0.051658945,2,3,4,4,4,4,4,4,3,3,2,3,3
36.80465165,-0.056911866,2,1,4,4,4,4,4,4,3,3,2,3,3
36.89660495,-0.056502083,2,3,4,4,4,4,3,4,3,2,3,3,3
36.98033921,-0.00391971,3,1,4,3,4,4,3,4,3,3,3,3,3
36.86664832,0.062928941,2,3,4,4,4,4,4,4,3,3,4,3,4
36.96999301,-0.017675838,3,1,4,3,4,4,3,4,3,3,3,3,3
36.80555609,-0.032164312,2,3,4,4,4,4,4,4,2,3,2,3,3
36.93142584,-0.076521024,3,1,4,3,4,4,3,3,3,3,3,3,2
36.85713599,0.067628465,2,3,4,4,4,4,4,4,3,3,4,3,4
36.8595233,-0.044614195,2,1,4,4,4,4,3,4,3,3,4,3,3
36.82855482,-0.021165873,2,3,4,4,4,4,4,4,3,3,2,3,3
36.92745923,-0.029544241,4,3,4,4,4,4,3,4,3,3,4,3,4
36.82844005,-0.056067202,2,1,4,4,4,4,4,4,3,3,1,3,2
36.82819673,-0.053545017,2,1,4,4,4,4,4,3,3,3,1,3,2
36.90995442,-0.008209544,2,3,4,4,4,4,3,3,4,3,3,3,3
36.86486104,-0.043261031,2,1,4,4,4,4,3,4,3,3,2,3,2
36.86013173,-0.047702848,2,1,4,4,4,4,3,4,3,3,4,3,3
36.92609308,-0.02195768,4,3,4,4,4,4,3,4,4,3,4,3,4
36.86427198,-0.034501972,2,1,4,4,4,4,3,4,3,3,2,3,2
36.81827472,0.067268358,2,3,4,4,4,4,4,4,3,3,4,3,4
36.84988065,0.059212377,2,3,4,4,4,4,4,3,3,3,4,3,4
36.83115363,0.002989141,2,3,4,4,4,4,4,4,3,3,2,3,3
36.80086441,0.029151187,2,3,4,4,4,4,4,4,3,3,4,3,4
36.95338618,-0.022236919,2,1,4,4,4,4,3,4,3,3,3,3,3
36.88985932,-0.015318183,3,1,4,3,4,4,3,4,4,3,2,3,3
36.8642235,0.024536067,2,3,4,4,4,4,4,4,3,3,2,3,3
36.81264295,-0.055213663,2,1,4,4,4,4,4,3,3,3,3,3,3
36.83760679,0.025573839,2,3,4,4,4,4,4,4,3,3,4,3,4
36.88058271,-0.033980076,2,1,4,4,4,4,3,4,3,3,2,4,3
36.97580589,-0.002638232,3,1,4,3,4,4,3,3,3,3,3,3,2
36.8496248,-0.021714626,2,3,4,4,4,4,3,4,3,3,2,3,3
36.91505116,-0.070321426,2,1,4,4,4,4,3,4,3,3,3,3,3
36.86382956,-0.049453489,2,1,4,4,4,4,3,4,3,3,2,3,2
36.84614699,-0.057727734,2,3,4,4,4,4,3,4,3,3,4,3,4
36.85397691,0.025213974,2,3,4,4,4,4,4,3,3,3,2,4,3
36.88500509,-0.000733673,2,3,4,4,4,4,3,4,3,3,4,3,4
36.81697106,0.080477776,2,3,4,4,4,4,4,4,3,3,4,3,4
36.94456217,0.067756382,2,3,4,4,4,4,3,4,4,3,4,3,4
36.92247383,-0.013753345,4,3,4,4,4,4,3,4,4,3,4,3,4
36.9284217,0.041628822,2,1,4,4,4,4,3,4,4,3,4,3,4
36.87450982,-0.076462394,2,3,4,4,4,4,3,4,3,3,2,3,3
36.92982767,0.030802352,2,1,4,4,4,4,4,4,4,3,2,4,3
36.83099531,0.089493221,2,3,4,4,4,4,4,4,3,3,4,3,4
36.81592892,0.089493035,2,3,4,4,4,4,4,3,3,3,2,3,3
36.81636785,0.096481635,2,3,4,4,4,4,4,4,3,3,4,3,4
36.90155744,0.097776562,2,3,4,4,4,4,4,4,4,3,3,3,4
36.97187409,0.097025772,2,3,4,4,4,4,3,4,3,3,4,3,4
36.9132188,0.090564702,2,1,4,4,4,4,4,4,4,3,4,3,4
36.81488824,0.099073346,2,3,4,4,4,4,4,4,3,3,4,3,4
36.94050183,0.097200518,2,3,4,4,4,4,4,3,4,3,4,3,4
36.86492344,0.088435362,2,3,4,4,4,4,4,4,4,3,4,3,4
36.94995172,0.090576454,2,3,4,4,4,4,4,4,4,3,4,3,4
36.87553761,0.099679363,2,3,4,4,4,4,4,4,4,3,4,3,4
36.82617784,0.096045395,2,3,4,4,4,4,4,4,3,3,4,3,4
36.81740775,0.089126523,2,3,4,4,4,4,4,4,3,3,2,3,3
36.86873362,0.092433909,2,3,4,4,4,4,4,4,4,3,4,3,4
36.87418347,0.099462448,2,3,4,4,4,4,4,4,4,3,4,3,4
36.95540677,0.089247108,2,3,4,4,4,4,4,4,4,3,4,2,4
36.9843438,0.042411472,2,3,4,4,4,4,3,4,3,3,2,3,3
37.01456847,0.054643439,2,3,4,4,4,4,3,4,3,3,4,3,4
37.03023441,-0.040985153,3,1,4,3,4,4,3,4,3,3,3,3,3
37.04326453,0.041116494,3,1,4,3,4,4,3,4,3,3,4,3,3
36.99193922,-0.042764871,3,1,4,3,4,4,3,4,3,3,3,3,3
37.10191189,0.050121872,4,3,4,4,4,4,2,4,3,3,3,3,4
37.03695789,0.062447295,2,3,4,4,4,4,3,4,3,3,4,3,4
37.04653348,0.057379894,2,3,4,4,4,4,3,3,3,3,4,3,3
37.11293501,-0.013240553,4,3,4,4,4,4,3,3,2,3,2,3,3
37.12294398,0.066560814,4,3,4,4,4,4,2,4,3,3,1,3,3
37.03024581,0.079616501,2,3,4,4,4,4,3,4,3,3,4,3,4
37.09950179,0.083105448,4,3,4,4,4,4,2,4,3,3,3,3,4
37.09662454,0.037812465,4,3,4,4,4,4,3,4,3,3,3,3,4
37.00977205,-0.017778842,2,3,4,4,4,4,3,3,3,3,4,3,3
36.99894285,0.020449855,2,3,4,4,4,4,3,4,3,3,4,3,4
37.02667729,0.006740536,2,3,4,3,4,4,3,4,3,3,2,3,3
37.06874742,0.067216928,3,1,4,3,4,4,3,4,3,3,3,3,3
37.05866686,0.04620426,2,3,4,4,4,4,3,4,3,3,1,3,3
37.00642314,0.022700029,3,1,4,3,4,4,3,4,3,3,4,3,3
37.00148187,0.079496783,2,3,4,4,4,4,3,4,3,3,2,3,3
37.15836134,0.064198295,4,3,4,4,4,4,2,4,2,2,3,3,3
36.98507196,0.037517711,2,3,4,4,4,4,3,4,3,3,4,3,4
37.00877444,0.038445023,2,3,4,4,4,4,3,3,3,3,4,3,3
37.16227429,0.064084612,4,3,4,4,4,4,2,4,2,3,3,3,3
37.08005526,0.050097613,4,3,4,4,4,4,2,3,3,3,1,3,3
37.04126869,-0.008746407,2,3,4,3,4,4,3,4,3,3,1,3,2
37.08057773,0.028315761,4,3,4,4,4,4,3,4,3,3,1,3,3
37.04850309,-0.012690116,2,3,4,4,4,4,3,4,3,3,1,3,3
37.02193743,0.003068056,2,3,4,4,4,4,3,4,3,3,4,3,4
37.00975226,0.072418806,2,3,4,4,4,4,3,4,3,3,4,3,4
37.06755951,0.045082646,2,3,4,3,4,4,3,3,3,3,1,3,2
37.13010683,0.082673907,4,3,4,4,4,4,2,4,3,3,1,3,3
37.01471603,0.046793099,2,3,4,4,4,4,3,4,3,3,4,3,4
36.98530745,-0.055138079,2,1,4,3,4,4,3,3,3,3,1,3,1
37.01978196,0.005514364,2,3,4,4,4,4,3,4,3,3,4,3,4
37.03841895,0.031177091,2,3,4,4,4,4,3,4,3,3,4,3,4
37.00145613,-0.052363631,3,1,4,3,4,4,3,4,3,3,3,3,3
36.99807246,0.027659147,2,3,4,4,4,4,3,4,3,3,4,3,4
37.15416272,0.055297023,3,1,4,4,4,4,2,4,2,3,3,3,2
37.07963866,0.055134478,3,1,4,3,4,4,3,4,3,3,1,3,2
37.16418245,0.062857921,4,3,4,4,4,4,2,4,2,3,3,3,3
37.1354578,0.082424703,4,3,4,4,4,4,2,4,3,3,1,3,3
37.06480174,0.085851982,3,1,4,3,4,4,3,4,3,3,3,3,3
37.0135576,-0.013637744,2,3,4,4,4,4,3,4,3,3,1,3,3
37.00577533,-0.054444208,3,1,4,3,4,4,3,4,3,3,3,3,3
37.01470259,-0.039031343,3,1,4,3,4,4,3,4,3,3,3,3,3
37.04131607,-0.015148199,2,3,4,4,4,4,3,4,3,3,1,3,3
37.08599729,0.089103718,4,3,4,4,4,4,2,4,3,3,1,3,3
37.01972589,0.093011758,2,3,4,4,4,4,3,4,3,3,4,3,4
37.11100416,0.097718542,4,3,4,4,4,4,2,4,3,3,3,3,4
37.14336618,0.094342142,4,3,4,4,4,4,2,4,3,3,3,3,4
37.00513024,0.091181263,2,3,4,3,4,4,3,4,3,3,2,3,3
37.1458578,0.087241853,4,3,4,4,4,4,2,4,3,3,3,3,4
37.0527541,0.092643587,3,1,4,3,4,4,3,4,3,3,4,3,3
37.0354676,0.100812505,2,3,4,4,4,4,3,4,3,3,3,3,3
37.21451786,0.083457009,4,3,4,4,4,4,3,3,2,3,3,4,4
37.21733126,0.085168566,4,3,4,4,4,4,3,3,2,3,1,4,3
37.20491291,0.082063951,4,3,4,4,4,4,3,3,2,3,1,4,3
37.22866581,0.095231304,2,3,4,4,4,4,3,3,2,4,2,4,3
37.18157965,0.089830931,4,3,4,4,4,4,2,4,2,4,3,4,4
37.21920832,0.097087093,4,3,4,4,4,4,3,4,2,3,3,4,4
37.16949603,0.092789588,3,1,4,3,4,4,2,4,2,3,3,4,2
37.19108923,0.099889242,4,3,4,4,4,4,2,4,2,4,2,4,4
36.40992206,0.255210998,3,1,4,4,4,4,4,4,2,3,3,3,3
36.35054419,0.142897507,2,3,3,4,4,4,4,4,2,3,3,4,3
36.34633587,0.20857909,2,3,3,4,4,4,3,3,2,3,3,4,3
36.42710498,0.245350634,3,1,4,4,4,4,4,3,2,3,3,3,3
36.34818774,0.219466279,2,3,3,4,4,4,3,3,2,3,3,4,3
36.29112322,0.20537396,2,3,3,4,4,4,4,4,2,4,4,4,4
36.37241106,0.119446976,2,3,3,4,4,4,3,3,2,3,3,4,3
36.34179039,0.137532193,2,3,3,4,4,4,4,2,2,3,3,4,3
36.33336057,0.207953818,2,3,3,4,4,4,3,4,2,4,3,4,3
36.31271478,0.137877683,2,3,3,4,4,4,4,2,2,3,3,4,3
36.3311451,0.176490242,2,3,3,4,4,4,4,3,2,3,3,4,3
36.3404381,0.167574304,2,3,3,4,4,4,4,3,2,3,3,4,3
36.34123685,0.162511966,2,3,3,4,4,4,4,3,2,3,3,4,3
36.41202283,0.213713031,2,3,3,4,4,4,4,4,2,3,4,4,4
36.40555725,0.150469835,2,3,3,4,4,4,4,4,2,3,3,4,3
36.34191228,0.178046147,2,3,3,4,4,4,4,3,2,3,3,4,3
36.37091569,0.221126006,2,3,3,4,4,4,3,3,2,3,1,4,2
36.33519433,0.115706004,2,3,3,4,4,4,4,3,2,4,4,4,4
36.4131577,0.127272817,2,3,3,4,4,4,4,4,2,3,3,4,3
36.36691034,0.188415568,2,3,3,4,4,4,4,4,2,3,3,4,3
36.35974685,0.126172384,2,3,3,4,4,4,4,3,2,3,3,4,3
36.41151568,0.171200599,2,3,3,4,4,4,4,4,2,3,3,4,3
36.30218785,0.149246267,1,4,4,4,4,4,4,4,2,3,3,4,4
36.36756398,0.105666307,2,3,3,4,4,4,3,2,2,4,2,4,2
36.38281976,0.102673961,2,3,3,4,4,4,3,4,2,3,2,4,3
36.35839607,0.220618956,2,3,3,4,4,4,3,4,2,3,1,4,2
36.36880002,0.237522732,2,3,3,4,4,4,3,4,2,3,1,4,2
36.31359811,0.239918806,2,3,3,4,4,4,4,4,2,3,3,4,3
36.32705885,0.132045356,2,3,3,4,4,4,4,3,2,4,2,4,3
36.40870211,0.240513264,2,3,3,4,4,4,4,4,2,3,3,4,3
36.39217487,0.241384014,2,3,3,4,4,4,3,3,2,3,2,4,2
36.297452,0.230476454,2,3,3,4,4,4,4,4,2,3,3,4,3
36.3677231,0.232914276,2,3,3,4,4,4,3,4,2,3,3,4,3
36.42982263,0.180921938,2,3,3,4,4,4,4,4,2,2,3,4,3
36.38517717,0.25637068,2,3,3,4,4,4,3,4,2,3,3,4,3
36.34296471,0.223076802,2,3,3,4,4,4,3,4,2,3,3,4,3
36.39593225,0.19317985,2,3,3,4,4,4,4,3,2,3,3,4,3
36.41599415,0.238561942,2,3,4,4,4,4,4,4,2,3,3,4,4
36.35346324,0.1538316,2,3,3,4,4,4,4,4,2,3,3,4,3
36.39581663,0.176807651,2,3,3,4,4,4,4,3,2,3,3,4,3
36.32424431,0.237229338,2,3,3,4,4,4,3,3,2,3,3,4,3
36.40931392,0.162784641,2,3,3,4,4,4,4,4,2,3,1,4,3
36.27296216,0.165592871,2,3,4,3,4,4,4,1,2,3,4,3,2
36.38294818,0.225463286,2,3,3,4,4,4,3,4,2,3,3,4,3
36.35069397,0.20280531,2,3,3,4,4,4,3,3,2,3,3,4,3
36.28100661,0.163263055,2,3,4,4,4,4,4,3,2,3,2,4,3
36.41062345,0.265019652,3,1,4,4,4,4,4,4,2,3,3,3,3
36.35014718,0.236182399,2,3,3,4,4,4,3,3,2,3,3,4,3
36.36098596,0.253123401,2,3,3,4,4,4,3,4,2,3,3,4,3
36.39195864,0.14401639,2,3,3,4,4,4,4,4,2,3,3,4,3
36.36108966,0.121112437,2,3,3,4,4,4,4,2,2,3,3,4,3
36.40060466,0.110124297,2,3,3,4,4,4,4,3,2,3,2,4,3
36.34725233,0.147447414,2,3,3,4,4,4,4,4,2,3,3,4,3
36.39420525,0.153949524,2,3,3,4,4,4,4,3,2,4,3,4,3
36.34482975,0.268837408,2,3,3,4,4,4,4,3,2,3,3,4,3
36.34210442,0.174360189,2,3,3,4,4,4,4,4,2,3,3,4,3
36.37484326,0.14874041,2,3,3,4,4,4,4,3,2,3,3,4,3
36.43114103,0.168432478,2,3,3,4,4,4,4,4,2,4,2,4,3
36.37296605,0.181053161,2,3,3,4,4,4,4,4,2,3,3,4,3
36.27517114,0.16273292,2,3,4,3,4,4,4,2,2,3,4,4,3
36.31034951,0.143372911,2,3,3,4,4,4,4,4,2,3,3,4,3
36.37728451,0.141984075,2,3,3,4,4,4,4,2,2,4,3,4,3
36.35473747,0.214310036,2,3,3,4,4,4,3,4,2,3,3,4,3
36.35445997,0.175874535,2,3,3,4,4,4,4,3,2,3,3,4,3
36.28810766,0.145121183,2,3,4,3,4,4,4,2,2,3,4,4,3
36.33848822,0.20011016,2,3,3,4,4,4,3,2,2,4,3,4,3
36.428852,0.105091118,2,3,3,4,4,4,4,3,2,3,3,4,3
36.37942918,0.144404558,2,3,3,4,4,4,4,4,2,3,3,4,3
36.31281558,0.155030638,2,3,3,4,4,4,4,4,2,2,3,4,3
36.38009313,0.254238154,2,3,3,4,4,4,3,3,2,3,2,4,2
36.3991341,0.176959964,2,3,3,4,4,4,4,4,2,3,3,4,3
36.29242851,0.189354908,2,3,3,4,4,4,4,3,2,3,3,4,3
36.40174574,0.236349009,2,3,3,4,4,4,4,4,2,3,3,4,3
36.41678778,0.204894271,2,3,3,4,4,4,4,4,2,3,2,4,3
36.32876299,0.178425819,2,3,3,4,4,4,4,4,2,2,1,4,2
36.34002057,0.22112276,2,3,3,4,4,4,3,4,2,3,3,4,3
36.36144993,0.109025292,2,3,3,4,4,4,3,4,2,4,2,4,3
36.32045908,0.166351761,2,3,3,4,4,4,4,4,2,4,3,4,4
36.34964499,0.109537675,2,3,3,4,4,4,4,3,2,4,2,4,3
36.3976697,0.218212873,2,3,3,4,4,4,3,4,2,3,1,4,2
36.40195328,0.139198304,2,3,3,4,4,4,4,4,2,3,3,4,3
36.32698573,0.27024281,2,1,4,2,2,4,4,3,2,4,2,4,1
36.3196874,0.120846607,2,3,3,4,4,4,4,4,2,4,2,4,3
36.43134685,0.203217983,2,3,3,4,4,4,4,4,2,4,2,4,3
36.29730044,0.218875694,2,3,3,4,4,4,4,4,2,3,3,4,3
36.3813722,0.21527605,2,3,3,4,4,4,3,4,2,3,3,4,3
36.33720143,0.243235511,2,3,3,4,4,4,4,4,2,3,3,4,3
36.3615359,0.215535991,2,3,3,4,4,4,3,2,2,3,3,4,2
36.36362974,0.188039841,2,3,3,4,4,4,4,4,2,4,1,4,3
36.42731627,0.227726288,2,3,4,4,4,4,4,4,2,3,4,4,4
36.29336808,0.198660478,2,3,3,4,4,4,4,3,1,4,2,4,3
36.37200984,0.135152724,2,3,3,4,4,4,4,4,2,3,3,4,3
36.36293481,0.238155981,2,3,3,4,4,4,3,3,2,4,3,4,3
36.418455,0.247013807,3,1,4,4,4,4,4,4,2,3,3,3,3
36.31033386,0.171023281,2,3,3,4,4,4,4,4,2,3,3,4,3
36.32820319,0.251407336,2,3,3,4,4,4,4,4,2,3,2,4,3
36.31041605,0.159118848,2,3,3,4,4,4,4,4,2,3,3,4,3
36.34568133,0.133521901,2,3,3,4,4,4,4,4,2,3,3,4,3
36.40516407,0.191740846,2,3,3,4,4,4,4,4,2,3,2,4,3
36.32846685,0.118521211,2,3,3,4,4,4,4,4,2,3,4,4,4
36.3395389,0.199319247,2,3,3,4,4,4,4,4,2,3,3,4,3
36.26693769,0.179574954,2,3,4,4,4,4,4,2,2,3,4,4,3
36.27438577,0.281979041,2,3,4,2,2,3,4,4,2,3,3,3,2
36.40943511,0.278160395,3,1,4,4,4,4,4,4,2,3,2,3,3
36.33241964,0.275934893,2,1,4,2,2,4,4,4,2,4,3,4,2
36.28647478,0.282923289,2,1,4,2,2,3,4,4,3,3,3,3,1
36.35955554,0.274118716,2,3,3,4,4,4,4,4,2,3,3,4,3
36.37502357,0.279190016,3,1,4,4,4,4,3,4,2,3,3,4,3
36.3752421,0.282728226,3,1,4,4,4,4,3,4,2,3,3,4,3
36.45891766,0.168893711,3,1,4,4,4,4,4,4,2,3,2,4,3
36.58567235,0.228126404,4,3,4,4,4,4,3,4,3,2,3,2,3
36.57467713,0.183671535,2,3,4,4,4,4,4,4,3,3,4,3,4
36.45887494,0.193467062,3,1,4,4,4,4,4,4,3,3,3,3,3
36.52124678,0.237554589,3,1,4,4,4,4,3,4,3,3,3,3,3
36.45003561,0.170483072,3,1,4,4,4,4,4,4,2,4,2,4,3
36.4935283,0.156339567,3,1,4,4,4,4,4,4,2,3,3,3,3
36.58831293,0.148407381,2,3,4,4,4,4,4,4,3,3,3,2,3
36.46327126,0.248101046,3,1,4,4,4,4,4,4,3,3,3,3,3
36.5177237,0.243438516,3,1,4,4,4,4,4,4,3,2,3,2,3
36.43927606,0.173228318,2,3,3,4,4,4,4,4,2,3,2,4,3
36.57995106,0.19565149,2,3,4,4,4,4,4,4,3,3,4,3,4
36.52467444,0.104701517,3,1,4,4,4,4,4,4,2,3,3,3,3
36.60481036,0.145008498,2,3,4,4,4,4,4,4,3,3,4,3,4
36.5888375,0.168667944,2,3,4,4,4,4,4,4,3,3,3,3,4
36.54741684,0.231547909,3,1,4,4,4,4,3,4,3,2,4,2,3
36.59031151,0.178068377,2,3,4,4,4,4,4,4,3,3,4,3,4
36.61224463,0.148799177,3,1,4,3,4,4,4,4,3,3,2,3,3
36.60543322,0.134366357,2,3,4,4,4,4,4,4,3,3,2,3,3
36.57212228,0.111669726,3,1,4,4,4,4,4,3,3,3,4,3,3
36.44993695,0.108968675,2,3,3,4,4,4,4,3,2,3,2,4,3
36.57045394,0.20317426,2,3,4,4,4,4,3,3,3,3,4,3,3
36.45801425,0.216561913,3,1,4,4,4,4,3,4,3,3,3,3,3
36.43257488,0.219523064,2,3,3,4,4,4,4,4,2,3,2,4,3
36.48415501,0.137145778,3,1,4,4,4,4,4,4,2,3,3,4,3
36.52176784,0.227946227,3,1,4,4,4,4,3,4,3,3,3,3,3
36.59296989,0.122263078,3,1,4,3,4,4,4,4,3,3,3,3,3
36.56398038,0.185064636,2,3,4,4,4,4,4,4,3,3,4,3,4
36.47098016,0.266180279,3,1,4,4,4,4,4,4,3,3,3,3,3
36.51981576,0.225746175,3,1,4,4,4,4,3,4,3,3,3,3,3
36.48047925,0.212325464,3,1,4,4,4,4,3,4,3,3,3,3,3
36.58005549,0.122729131,3,1,4,3,4,4,4,4,3,3,3,2,3
36.55134595,0.156907812,3,1,4,4,4,4,4,3,3,3,4,3,3
36.61084377,0.212130247,4,3,4,4,4,4,3,4,3,3,4,2,4
36.45135816,0.233016572,3,1,4,4,4,4,3,4,3,3,3,3,3
36.44382553,0.104302077,2,3,3,4,4,4,4,4,2,3,3,4,3
36.45929359,0.181619248,3,1,4,4,4,4,4,4,2,4,2,4,3
36.43262922,0.251935025,3,1,4,4,4,4,4,3,3,3,3,3,3
36.48887789,0.231762265,3,1,4,4,4,4,3,4,3,3,3,3,3
36.46590442,0.171052822,3,1,4,4,4,4,4,4,2,4,2,4,3
36.52690909,0.226597825,3,1,4,4,4,4,3,4,3,3,3,3,3
36.50530656,0.2434648,3,1,4,4,4,4,4,4,3,3,4,3,4
36.55716671,0.160499263,3,1,4,4,4,4,4,4,3,3,4,3,4
36.60168726,0.18777061,2,3,4,4,4,4,4,4,3,3,4,3,4
36.59282845,0.13349608,3,1,4,3,4,4,4,4,3,3,3,3,3
36.58847711,0.214673937,2,3,4,4,4,4,3,4,3,3,3,2,3
36.46070638,0.205376847,3,1,4,4,4,4,3,3,3,3,3,3,3
36.49270691,0.210961113,3,1,4,4,4,4,3,4,3,3,3,3,3
36.54293747,0.128058122,3,1,4,4,4,4,4,4,3,3,3,3,3
36.56949838,0.208086828,2,3,4,4,4,4,3,3,3,3,4,3,3
36.57834366,0.148450233,2,3,4,4,4,4,4,4,3,3,4,2,4
36.56716327,0.1553075,3,1,4,4,4,4,4,4,3,3,4,2,3
36.60559108,0.231332572,4,3,4,4,4,4,3,4,3,3,4,2,4
36.5071325,0.194575385,3,1,4,4,4,4,4,4,3,3,3,3,3
36.58130327,0.184982281,2,3,4,4,4,4,4,4,3,4,3,3,4
36.50248461,0.150075817,3,1,4,4,4,4,4,3,3,3,3,3,3
36.48212702,0.250419628,3,1,4,4,4,4,4,3,3,3,3,3,3
36.43920979,0.137879503,2,3,3,4,4,4,4,4,2,4,2,4,3
36.55392821,0.166851437,3,1,4,4,4,4,4,4,3,3,4,3,4
36.44426261,0.243209003,3,1,4,4,4,4,4,3,3,3,3,3,3
36.51167853,0.112911325,3,1,4,4,4,4,4,4,2,3,4,3,3
36.57658259,0.162012139,2,3,4,4,4,4,4,4,3,3,4,2,4
36.55133617,0.106977025,3,1,4,4,4,4,4,4,3,3,4,3,4
36.53975708,0.261587398,2,3,4,4,4,4,4,4,3,3,1,2,3
36.54303405,0.110901254,3,1,4,4,4,4,4,4,3,3,3,3,3
36.5140092,0.159088243,3,1,4,4,4,4,4,4,3,3,4,3,4
36.57894413,0.237668223,4,3,4,4,4,4,3,4,3,3,4,2,4
